RESPID	PHTYPE	S1	S2	S3	S4	S5	S6	S7	S8	QX1	QX1A	QX2	QX3	QX3A	QX4	Q1	Q1A	Q1X	Q1Y	Q1Z	Q2	Q3	Q4A	Q4B	Q5	Q6	Q7	Q8	QD1	QD1A	QD2	QD3	QD4	QD4A	QD5	QD6	QD7	QD8	FINWGT
2129	2	2	2	2	2	1	1	65	8	1		1	1										2	2	4	1	1	4	1		4	5	52		1	1	3	1	1.230674203
2130	1	2	2	1	1	2	2	125	11	1		0	2					2			8	1	1	1	1	5	9	2	2		5	2	69		2	2	2	2	0.984843355
2134	1	2	2	1	1	2	1	81	3	1		4			2								9	9	4	3	9	2	3	3	3	8	51		2	1	4	2	0.830922316
2136	1	1	1	1	1	1	1	9	1	1		2	1										2	2	4	1	1	1	1		5	6	62		2	1	2	2	0.785386035
2142	2	1	2	2	2	2	3	163	14	1		1	2			1					1	1	1	1	4	4	4	2	2		5	6	45		2	2	3	2	2.173699475
2144	1	2	2	1	1	1	1	99	10	1		1	2			1					1	1	9	1	4	4	2	2	3	3	3	6	59		2	1	9	2	0.785386035
2147	2	2	2	2	1	2	2	163	13	1		1	2			1					3	1	1	1	1	3	3	2	2		2	3	39		2	2	3	1	1.160765296
2150	1	2	2	2	1	1	3	163	11	1		2	9	2		1					1	2	2	1	3	1	2	1	1		3	7	37		2	1	4	1	1.469137263
2152	1	2	2	2	1	1	1	91	7	1		1	2			1					1	1	9	1	4	2	3	2	3	3	3	7	65		2	1	3	2	0.830922316
2153	2	1	1	1	1	2	1	79	1	1		1	2			1					1	1	1	1	1	1	4	2	2		3	5	81		2	1	4	1	0.897446471
2156	2	2	2	2	1	2	3	19	1	1		4			1								2	2	4	1	1	1	1		2	6	46		2	1	3	1	1.831847878
2158	1	2	2	2	1	2	2	47	1	1		1	2			99	1				3	3	9	1	4	2	2	4	2		2	7	59		2	1	3	2	0.660467796
2167	1	1	2	1	1	1	1	93	8	1		2	2			1					4	2	1	1	4	3	3	2	2		2	7	51		2	1	3	2	0.830922316
2169	2	2	2	2	1	2	3	81	3	1		4			4								1	1	1	4	1	4	2		3	3	34		2	1	2	1	2.512024949
2171	1	2	2	1	1	1	1	117	4	1		2	1										2	2	4	1	1	1	1		3	3	51		2	1	9	2	0.785386035
2177	1	2	2	2	1	1	2	163	13	1		1	2			1					1	1	4	1	1	1	4	2	2		1	5	49		2	1	9	2	0.984843355
2178	1	1	2	1	1	1	1	159	6	1		4			1								2	2	4	2	2	1	1		3	7	62		2	1	3	2	0.830922316
2184	2	1	2	1	1	1	2	125	14	1		0	2					99					9	9	4	2	9	9	2		9	5	42		2	2	9	2	1.663630174
2185	1	1	2	2	1	1	2	161	12	1		2	1										2	2	4	1	1	1	1		5	7	60		2	1	4	2	0.759818502
2191	1	1	1	1	1	1	1	113	4	1		1	1										2	2	4	2	9	1	3	1	4	3	44		2	1	3	2	1.125629713
2192	1	1	1	1	1	1	1	75	7	1		3			1								2	2	4	3	2	1	1		5	7	61		2	1	2	2	0.830922316
2194	1	2	2	2	1	1	2	115	7	1		1	1										2	2	4	2	2	9	4	1	4	9	99	9	2	9	9	2	1.066540263
2195	1	1	1	2	1	1	1	41	1	1		1	1										2	2	4	2	2	1	3	1	5	5	59		2	1	3	2	0.785386035
2196	2	2	2	2	1	1	2	163	13	1		0	2					5	2		8	1	1	1	4	4	2	3	2		2	6	49		2	2	3	2	1.663630174
2197	1	2	2	2	1	1	1	99	10	1		4			1								2	2	4	1	1	1	1		5	2	63		2	1	9	1	0.785386035
2198	2	2	2	2	1	1	2	163	14	1		3			1								1	1	1	2	4	4	2		5	3	51		9	9	8	2	1.160765296
2203	2	2	2	2	2	1	3	125	14	1		4			4								2	2	1	4	2	4	1		4	6	51		2	1	2	1	1.470399174
2205	1	1	2	1	1	1	1	161	12	1		1	1										2	2	4	1	1	1	1		5	7	54		2	1	9	2	0.697082369
2208	1	2	2	2	1	1	1	89	1	1		4			1								2	2	4	5	2	1	1		3	7	61		2	1	3	2	0.605934779
2211	1	2	2	2	1	1	3	51	4	1		1	2			1					1	1	1	1	4	1	4	3	4	2	4	5	63		2	1	3	2	1.118540343
2212	1	1	2	1	1	1	2	125	9	1		0	2					1			8	3	1	1	4	2	9	2	2		2	7	50		2	1	3	2	0.759818502
2213	2	1	2	1	1	1	3	125	11	1		1	9	9									2	2	4	1	2	1	3	1	5	6	62		2	1	4	1	1.470399174
2214	2	2	1	1	1	1	3	163	13	1		4			2								1	1	1	4	2	2	2		4	6	54		2	2	2	2	1.424091276
2215	1	2	2	2	2	1	3	125	8	1		2	1										2	2	1	1	1	4	1		4	5	59		2	1	1	2	1.533861671
2218	1	1	2	1	1	1	1	25	3	1		1	1										2	2	4	2	2	3	1		5	3	60		2	1	3	2	1.077004995
2222	1	2	2	2	1	1	1	81	3	1		4			1								9	1	4	2	3	2	3	2	3	5	60		2	1	4	2	1.077004995
2223	2	1	2	2	1	1	2	163	14	1		1	2			99	99				10	1	1	1	4	2	3	2	2		2	3	39		2	2	2	2	1.663630174
2229	2	2	2	2	1	1	2	163	14	1		1	9	2		1					1	2	4	1	2	1	2	2	4	2	3	2	51		2	1	1	1	1.19851049
2231	2	1	1	1	1	1	2	163	13	1		1	2			1					4	1	1	1	4	3	2	2	2		3	6	53		2	2	3	2	1.160765296
2232	1	1	1	1	1	1	1	163	13	1		1	2			2					1	1	1	1	4	3	3	2	3	2	3	8	60		2	1	3	2	0.697082369
2233	2	2	2	2	1	1	3	99	9	1		3			2								1	1	4	1	2	2	2		1	3	37		2	3	2	1	2.107403145
2234	1	2	1	1	1	1	1	125	8	1		1	1										2	2	4	1	2	2	1		3	7	60		2	1	4	2	0.830922316
2235	1	1	2	2	1	1	1	33	1	1		2	9	1									1	1	4	5	3	1	1		5	5	63		2	1	1	2	0.785386035
2237	1	2	2	2	1	1	1	155	4	1		2	1										2	2	4	1	2	1	1		3	3	57		2	1	3	2	0.785386035
2243	1	2	1	1	1	1	1	65	8	1		1	2			99	2				3	2	1	1	4	2	3	2	2		3	7	56		2	1	4	2	0.830922316
2247	1	2	2	1	1	1	3	163	12	1		4			1								9	9	9	4	2	1	4	9	9	9	99	9	2	1	9	2	1.169078416
2249	1	2	1	2	1	1	1	79	1	1		1	2			3					3	3	2	1	4	3	2	4	3	1	3	3	64		2	1	1	1	0.785386035
2250	1	1	2	1	1	2	1	77	6	1		1	2			99	99				10	1	1	1	4	4	4	2	4	3	3	7	52		2	1	3	2	0.830922316
2252	1	1	1	1	1	1	2	99	9	1		1	2			1					1	2	1	1	4	1	3	2	2		2	8	54		2	2	3	2	0.759818502
2253	2	1	1	1	1	2	2	125	14	1		1	9	2		9	2				3	3	1	1	4	2	2	2	2		3	8	61		2	2	4	2	0.895544396
2265	2	1	1	1	1	1	1	115	7	1		4			1								1	1	4	5	3	2	2		2	3	41		2	1	4	1	1.593776854
2269	1	2	2	2	2	2	3	129	4	2	1	4			2								2	2	4	5	1	1	3	1	3	5	43		2	1	1	1	1.831847878
2270	2	2	2	2	2	1	3	163	14	1		1	1										1	1	4	4	1	3	4	1	3	7	42		2	1	4	1	1.469137263
2271	1	2	2	2	1	1	1	77	6	1		1	1										2	2	4	3	2	1	3	1	3	5	46		1	1	2	1	1.593776854
2272	1	2	2	2	1	1	1	25	3	3	2				1								1	1	4	5	5	2	3	2	3	6	48		2	1	4	1	1.593776854
2274	2	1	2	2	1	1	1	99	9	1		2	2			99	1				3	3	2	1	4	1	2	2	3	2	3	3	43		2	2	3	1	1.337060906
2275	1	1	2	2	1	1	3	77	6	1		2	2			1					3	1	1	1	4	4	2	2	2		3	7	42		2	2	4	1	1.751211896
2276	1	1	1	1	1	1	1	147	10	1		2	1										4	1	1	3	2	3	1		3	8	45		2	1	4	2	0.868436871
2279	2	1	2	1	1	1	2	163	11	1		1	2			9	1				2	2	1	1	4	2	3	2	2		2	7	43		2	1	4	1	1.12439696
2283	1	2	2	2	1	1	1	151	10	1		4			3								9	9	9	9	9	1	9	9	2	9	99	2	2	1	9	2	1.02265541
2287	1	1	2	1	1	1	2	161	7	2	1	1	2			99	1				3	2	1	1	4	1	2	3	3	2	1	7	47		2	1	2	1	1.340281389
2288	1	1	2	2	2	1	1	37	4	1		2	1										2	2	4	1	2	1	3	1	5	7	46		2	1	9	1	0.896676274
2292	2	1	1	1	2	1	2	163	13	1		1	9	9									2	2	4	5	9	9	3	3	3	3	41		2	1	1	2	1.411495613
2296	2	2	2	2	1	1	1	81	2	1		1	1										2	2	4	1	2	1	1		4	4	85		2	1	2	1	1.162232385
2299	2	2	2	2	1	2	3	145	5	1		3			1								9	9	2	3	2	2	4	2	3	6	38		2	1	4	2	1.603112595
2301	2	1	2	1	1	2	1	75	7	1		2	2			1					3	2	3	1	4	2	3	3	3	2	3	6	40		2	1	3	1	1.593776854
2303	2	2	2	2	2	1	3	47	1	2	1	3			1								1	9	2	3	2	4	4	3	3	6	37		2	9	2	1	1.655241821
2304	2	2	2	2	1	2	3	7	1	1		3			1								3	1	1	2	2	3	4	2	2	7	34		2	1	4	2	1.236820662
2305	2	1	1	1	1	1	1	29	1	1		1	2			2					1	1	1	1	4	1	3	2	3	2	2	6	46		2	1	3	2	1.125629713
2315	2	2	2	2	1	1	1	107	4	1		2	1										2	2	4	1	1	1	4	1	5	6	39		2	1	2	1	1.162232385
2318	2	1	1	1	1	1	1	139	2	1		2	2			2					1	3	2	2	4	1	1	1	1		5	7	48		2	1	4	1	0.896676274
2320	2	2	1	2	1	1	1	75	7	1		4			1								2	2	4	2	1	1	1		4	7	43		2	1	2	2	1.190893149
2325	2	2	2	2	1	1	2	163	13	1		1	1										2	2	4	1	1	1	1		4	6	40		2	1	3	1	1.457393932
2326	2	1	1	1	1	1	1	49	5	1		1	2			2					1	2	1	1	4	2	3	2	2		2	7	39		2	1	1	2	0.868436871
2328	2	2	2	2	1	1	1	137	1	1		4			1								1	9	4	2	3	2	3	2	3	3	32		2	1	1	1	1.162232385
2329	2	1	2	2	1	1	3	53	1	1		4			1								2	2	4	4	2	1	3	1	3	8	41		2	1	3	2	1.236820662
2330	2	2	2	2	1	1	1	99	9	1		1	1										2	2	3	1	2	1	1		4	6	41		2	1	3	1	1.337060906
2331	2	1	1	1	1	1	1	73	4	1		2	1										2	2	1	1	1	1	3	1	5	5	40		2	1	3	1	1.162232385
2338	2	1	2	2	1	1	1	77	6	1		1	9	1									2	2	4	1	1	1	1		4	7	39		2	1	4	1	1.229618026
2339	2	2	2	2	1	2	3	99	10	1		2	9	9									1	1	4	9	3	9	3	3	2	6	35		2	1	3	1	1.655241821
2341	2	1	2	1	1	1	1	121	2	1		1	1										2	2	4	1	2	1	1		5	5	59		2	1	3	1	1.162232385
2344	2	2	2	2	1	2	1	125	11	1		1	9	9									2	2	4	1	1	1	1		4	7	99	9	2	9	3	2	0.999071274
2345	2	2	2	2	1	2	1	157	10	1		1	9	9									2	2	1	1	1	1	4	3	5	3	40		2	1	2	1	1.162232385
2347	2	2	2	2	1	1	3	125	11	1		2	2			2					1	9	2	2	4	1	1	1	3	1	3	7	45		2	1	3	2	1.422869106
2350	2	2	2	2	2	1	3	125	8	1		1	1										2	2	4	1	1	4	3	1	3	3	39		2	1	4	1	2.26984391
2351	2	1	2	1	1	1	2	125	8	1		0	2					2			8	2	1	3	4	1	4	3	3	3	2	6	34		2	1	3	1	1.737213843
2354	2	2	2	2	1	1	2	125	11	1		4			4								9	9	2	5	3	4	3	9	5	5	56		2	1	1	1	1.457393932
2355	2	1	2	2	1	2	2	163	12	1		1	2			2					1	1	1	9	4	2	2	1	4	1	4	8	64		2	1	2	1	1.12439696
2357	2	2	1	2	1	1	1	91	7	1		4			1								2	2	4	1	1	1	1		4	6	40		2	1	4	1	1.593776854
2358	2	1	1	1	1	1	3	57	4	1		2	9	9									9	9	4	2	9	9	4	3	3	7	41		2	1	3	1	1.277038987
2359	2	2	2	2	1	1	3	57	4	1		1	2			99	1				1	2	1	1	4	2	2	2	4	2	3	5	43		2	1	2	1	1.655241821
2362	2	2	2	1	1	1	1	125	11	1		1	2			2					1	2	1	1	4	4	3	2	2		2	8	37		2	1	4	1	1.031558582
2367	2	2	2	2	1	1	3	115	7	3	2				1								2	2	4	1	1	1	4	1	4	8	42		2	1	4	1	1.751211896
2369	2	2	2	1	1	1	2	163	13	1		1	2			1					1	1	1	1	4	2	2	2	4	2	3	6	99	9	9	9	3	2	1.160765296
2370	2	2	2	2	1	1	3	117	4	1		1	9	9									2	2	4	1	1	1	1		3	5	39		2	1	3	2	1.603112595
2375	2	2	2	2	1	2	3	59	7	1		4			3								2	2	1	3	2	4	4	1	2	3	38		2	1	3	2	2.198358763
2376	2	2	2	2	1	1	3	125	8	1		1	2			1					1	2	1	1	4	1	3	2	3	2	3	8	43		2	1	4	1	1.751211896
2381	2	2	2	2	1	1	2	163	13	1		2	2			9	2				4	2	1	3	4	1	3	3	3	2	4	3	31		2	2	1	1	1.506431007
2382	2	1	2	1	1	1	2	161	12	1		2	2			9	1				2	3	1	1	4	3	5	3	4	3	3	7	48		2	1	4	2	1.088985854
2384	2	2	2	2	1	2	1	49	5	1		0	1										2	2	4	1	2	1	3	1	4	6	46		2	1	9	2	1.125629713
2385	2	2	2	2	1	2	3	49	5	1		1	1										2	2	1	1	1	1	1		3	6	70		2	1	3	1	1.655241821
2393	2	1	2	1	1	1	2	31	1	1		4			2								2	2	2	4	2	1	3	1	3	3	47		2	4	1	2	1.226934319
2396	2	1	2	2	1	1	2	125	14	1		2	2			1					1	2	1	1	4	2	3	2	2		3	8	46		2	2	4	2	1.125627067
2397	2	2	2	2	1	2	1	49	5	1		1	1										2	2	4	1	1	1	1		3	5	46		2	1	2	1	1.162232385
2398	2	2	2	2	1	2	2	163	13	1		2	1										2	2	4	1	1	1	1		1	6	40		2	1	4	1	1.457393932
2400	2	1	1	1	1	1	2	163	14	1		1	2			1					1	2	1	1	4	1	3	2	2		3	7	62		2	2	4	2	0.895544396
2401	2	2	1	2	1	1	1	15	3	1		4			1								9	9	4	2	2	3	3	3	3	8	45		2	1	4	1	1.229618026
2403	2	2	2	2	1	1	3	93	8	1		2	2			1					1	1	1	1	4	3	2	2	2		3	7	47		2	1	4	1	1.751211896
2409	2	1	2	1	1	1	3	161	12	1		1	2			2					1	3	1	1	4	3	2	2	2		1	8	33		2	1	3	1	1.469137263
2410	2	1	2	2	1	1	2	163	11	1		0	1										2	2	4	1	1	1	4	1	2	7	40		2	1	4	1	1.12439696
2411	2	1	1	1	1	1	2	145	5	1		1	2			1					1	3	1	1	4	1	4	2	2		3	7	49		2	1	3	1	0.977375491
2412	2	1	2	2	1	1	1	25	3	1		1	1										2	2	4	1	1	1	1		5	3	44		2	1	3	1	1.593776854
2414	2	2	2	2	2	1	2	163	13	1		3			2								1	1	1	5	9	4	2		9	6	45		2	1	3	2	1.411495613
2415	2	2	2	2	1	2	1	61	1	1		4			1								2	2	4	1	1	1	1		5	7	56		2	1	4	1	0.896676274
2417	2	1	1	1	1	1	2	163	14	3	2				4								9	9	4	9	3	4	3	9	5	6	68		2	3	4	2	1.160765296
2420	2	1	2	2	1	1	2	163	13	1		1	2			1					1	2	1	1	4	1	3	2	2		5	5	53		2	2	3	2	1.160765296
2421	2	1	2	1	1	1	2	145	5	1		1	2			1					1	1	4	1	4	1	4	2	2		5	7	61		9	2	3	1	0.803759885
2425	2	2	2	2	1	2	2	163	13	1		0	2					2			8	1	1	1	4	1	4	2	2		5	3	63		2	2	1	1	1.717727281
2426	2	2	2	2	2	1	2	163	13	1		1	2			99	1				4	1	1	1	4	1	4	2	2		3	7	50		2	2	4	1	0.924665268
2427	2	2	2	2	1	2	2	163	14	1		1	1										2	2	4	1	1	1	1		3	3	55		2	2	2	2	1.160765296
2428	2	2	2	2	2	1	3	163	13	1		2	2			9	1				4	1	1	1	4	1	3	4	2		1	5	20		2	2	2	2	1.906314423
2429	2	1	1	1	1	1	2	163	13	1		1	2			1					1	2	4	1	4	1	4	2	2		2	7	71		2	2	2	2	0.895544396
2439	2	2	2	2	1	1	3	163	14	1		2	2			99	1				3	1	1	1	4	1	3	2	2		4	6	26		2	2	1	2	1.906314423
2441	2	2	2	2	1	1	2	163	13	1		2	2			1					3	1	1	1	4	1	4	2	2		3	3	31		2	2	1	2	1.458988343
2444	2	2	2	2	2	1	2	21	6	2	1	1	2			1					3	2	1	1	2	2	3	2	2		2	6	27		2	2	3	2	1.739114382
2448	2	1	2	2	1	1	2	163	14	1		2	9	9									9	9	4	9	9	9	9	9	9	8	99	2	9	9	9	2	0.895544396
2449	2	1	2	2	2	1	3	163	14	1		1	2			5					1	1	1	1	4	2	4	2	2		4	5	67		2	2	4	2	1.906314423
2451	2	2	2	1	2	1	3	163	13	1		0	2					1			8	1	1	1	4	2	9	2	2		3	6	46		2	2	2	2	1.906314423
2453	2	2	2	2	1	1	2	125	14	1		1	2			1					1	1	1	1	4	1	4	2	2		2	5	31		2	2	1	2	1.458988343
2457	2	1	2	1	1	1	2	163	13	1		1	2			2					1	2	1	1	4	2	9	2	2		3	3	37		2	2	1	2	1.663630174
