RESPID	PHTYPE	Q1	Q2	Q3	Q4	Q5	Q6A	Q6B	Q6C	Q6D	Q6E	Q6F	Q7	Q8	Q9	Q9A.1	Q9A.2	Q9A.3	Q10A	Q10B	Q10C	Q10D	Q10E	Q10F	Q10G	QD1	Q11	Q12	Q12B	Q13	Q14	Q15	Q16	Q17	Q18	Q19	QD2	QD2A	QD3	QD4	QD5	QD5A	QD6	QD7	QD8	QD9	QD10	QD11	FINALWGT
3313	1	1	1	13	9	1	1	1	1	1	1	1	1	1	1	4			2	1	2	2	2	1	2	1	1	2		2	2	2	3	1	3	1	2		4	3	55		2	2	1	1	1	36	1.041741199
3314	2	2	2	1	2	3	1	2	1	2	2	2	3	1	1	2			2	1	2	2	2	1	2	1	1	9	2	4	4	4	3	1	2	1	2		1	8	36		2	2	1	1	2	36	0.472233334
3315	2	1	1	20	2	2	1	1	1	1	1	1	1	1	2				2	2	2	2	2	2	2	1	1	1		1	4	2	1	1	9	1	1		5	6	59		2	2	1	2	1	15	0.661056893265
3316	1	2	2	20	1	2	3	2	1	1	1	3	2	1	1	10			1	2	2	2	2	1	1	1	1	2		4	2	3	1	1	2	2	3	2	3	8	52		1	2	1	3	2	36	0.472233334
3317	1	1	1	20	1	4	2	1	2	2	2	9	1	1	2				2	2	2	2	2	2	2	1	1	1		1	4	1	3	2	3	1	1		5	8	47		2	2	1	4	2	53	0.46259794632
3320	2	2	2	3	2	3	1	2	1	2	2	1	3	1	1	2			2	1	2	2	2	1	2	1	1	2		4	3	3	2	1	3	2	4	3	1	5	34		2	1	1	2	1	42	2.041031671
3321	2	2	2	20	1	3	1	2	1	1	3	1	3	1	1	1			1	2	2	2	1	2	1	1	1	2		4	2	2	3	2	3	2	2		2	7	32		2	2	1	3	2	6	0.679525416
3323	2	2	2	20	1	4	3	2	1	3	2	3	3	1	1	1			1	2	2	2	2	2	1	1	1	2		4	2	2	3	2	2	2	2		1	7	33		2	2	1	4	2	53	0.679525416
3324	2	2	2	6	2	1	1	9	1	1	2	9	3	3	2				2	2	2	2	1	2	2	1	1	2		4	2	4	3	2	3	2	2		3	7	44		2	1	1	3	2	42	0.884666247
3326	2	2	1	20	2	2	2	1	1	2	2	1	3	1	1	2			2	1	1	2	2	1	2	1	1	2		3	5	2	3	1	3	1	2		3	3	27		1	2	1	2	2	36	2.051977512
3328	1	1	1	20	4	2	1	1	2	2	2	2	1	2	2				2	1	2	2	1	2	1	1	1	1		1	3	2	3	1	2	1	3	1	3	6	49		2	2	1	3	1	6	0.85773646
3329	2	2	2	20	1	3	1	2	1	1	1	2	3	1	1	2	9		2	1	2	2	2	2	1	1	1	2		4	2	1	3	1	3	2	3	2	3	8	52		1	1	1	4	1	48	0.80148149
3334	2	2	2	1	4	3	2	2	2	2	3	2	2	2	1	2			2	1	2	2	2	2	2	1	1	6	3	4	4	4	2	1	1	2	1		5	7	56		1	2	1	4	1	36	0.497463775155
3340	2	2	2	20	1	4	1	2	1	2	2	2	3	3	1	98			2	2	2	2	2	2	1	1	2	6	3	4	3	4	3	1	2	2	3	3	3	7	31		2	1	5	2	1	6	1.148428722
3341	2	2	2	20	1	3	1	2	1	1	2	2	3	1	1	8			1	2	2	1	2	2	1	1	1	2		4	2	2	3	2	3	2	2		1	7	31		2	1	1	3	2	37	1.36589604
3343	2	1	1	28	2	2	1	1	1	2	2	2	1	1	1	14			2	1	2	2	2	1	1	1	1	1		2	4	2	3	2	1	1	3	1	5	4	31		1	1	1	4	1	49	3.482646979
3344	2	2	2	20	1	2	1	2	1	1	1	3	3	1	1	2	9	18	2	1	2	2	2	2	2	1	1	2		4	1	1	3	1	3	2	3	2	3	7	44		2	2	1	4	2	53	0.460296464
3345	2	2	2	10	4	1	1	2	2	2	2	1	3	1	2				2	2	2	2	1	2	2	1	1	2		4	1	4	1	1	1	2	1		1	3	38		1	2	1	3	1	48	1.502499482805
3346	2	2	2	28	1	3	2	2	1	1	2	9	9	9	2				2	2	2	2	2	2	2	1	1	8	2	4	2	4	2	2	2	2	2		2	5	46		2	2	1	3	1	36	0.879980144
3348	2	1	1	20	2	1	1	1	3	2	1	2	1	3	1	98			2	2	2	2	2	2	1	1	1	1		1	4	1	1	3	1	1	3	1	4	8	41		2	2	9	2	1	6	0.490579415
3350	2	2	2	20	1	4	2	2	1	1	2	2	3	3	1	8	2		1	2	2	2	2	2	1	2				4	2	2	3	2	3	2	2		2	3	99	1	2	2	1	3	1	36	1.851177741
3353	2	1	2	3	3	4	2	1	1	2	1	2	2	9	2				2	1	2	2	2	1	1	1	4	1		2	4	4	3	1	3	2	4	1	3	6	44		1	2	1	2	1	53	0.85773646
3357	2	2	2	1	1	3	2	2	1	2	2	2	3	1	1	2			2	1	2	2	1	1	2	1	1	2		3	1	1	1	2	3	2	3	3	3	7	54		2	1	5	3	1	8	0.80148149
3358	2	1	1	3	3	2	1	1	2	2	2	2	3	3	3				2	2	2	2	2	2	2	1	1	1		1	2	1	1	1	3	2	1		3	3	47		1	2	1	3	2	40	1.66547764845
3360	2	1	1	28	3	1	1	1	1	1	1	1	1	1	2				2	1	2	2	2	1	1	1	1	1		1	5	1	3	2	1	1	1		4	3	45		1	2	5	3	1	49	2.95772780470501
3362	2	1	1	2	4	2	1	1	2	2	1	2	1	2	3				2	1	1	2	2	2	2	1	1	1		1	4	2	1	3	1	1	1		5	7	30		1	2	1	4	1	6	0.616094440469999
3366	2	1	1	20	1	2	1	1	2	2	2	1	3	3	1	2			2	2	2	2	2	2	2	1	1	1		2	3	2	3	2	1	1	3	1	4	7	45		1	2	1	4	1	28	0.445555987
3367	2	2	2	1	1	2	2	2	2	1	3	1	3	3	1	2			2	1	1	1	1	1	1	2				4	2	2	3	1	3	2	3	2	2	3	35		1	2	9	2	1	1	1.839399376
3369	2	1	2	30	4	1	1	1	1	2	1	2	2	2	3				2	2	2	2	2	2	2	1	1	1		1	2	2	2	2	1	1	3	1	5	5	34		1	2	1	4	1	6	1.061959427
3371	2	2	2	13	2	3	1	2	1	2	2	2	3	1	1	1	6	14	1	2	2	2	2	2	1	1	1	2		4	2	2	3	2	3	2	2		3	7	39		1	1	5	4	1	35	0.80148149
3374	2	1	1	20	3	2	1	1	9	1	1	9	1	1	1	1	6	14	2	2	2	2	2	2	2	1	1	1		2	3	3	3	2	3	1	1		4	8	40		1	2	1	4	1	4	0.429968600265
3383	2	2	2	1	2	2	1	2	1	2	2	1	3	1	1	4			1	2	2	2	2	1	2	1	1	2		3	2	4	3	1	3	2	3	2	3	8	30		2	2	1	3	2	6	0.679525416
3386	2	1	1	17	4	4	2	1	2	2	2	2	2	9	2				2	2	2	2	2	2	2	1	1	1		1	4	1	1	3	1	1	4	1	5	3	52		2	2	1	4	1	6	1.45107798
3390	2	1	2	30	3	1	1	1	1	2	1	1	2	2	2				2	1	2	2	2	2	1	1	1	9	3	1	5	5	3	2	1	1	3	3	3	7	55		2	2	1	2	2	48	0.55100862
3392	2	9	1	1	2	2	1	1	1	2	2	1	1	1	1	2	14	11	2	1	9	1	2	1	2	2				2	2	3	2	3	1	1	3	3	4	6	27		2	1	1	1	1	6	1.989439527
3396	2	9	9	20	3	2	9	9	9	9	9	9	9	3	3				2	2	2	2	2	2	2	1	3	8	9	5	5	9	3	2	9	9	3	3	9	8	40		1	2	9	9	1	6	0.490579415
3397	2	1	1	20	2	2	1	2	1	1	2	1	3	3	1	4	11	8	2	2	2	2	2	1	1	1	1	1		3	2	2	3	2	1	1	1		4	8	52		1	2	1	4	1	48	0.429968600265
3401	2	1	1	20	4	2	1	1	1	2	3	1	1	1	2				2	2	2	2	1	2	2	1	1	1		2	4	2	3	2	3	1	1		4	5	33		1	2	1	3	2	4	1.218866053215
3404	2	9	9	20	2	2	1	1	1	3	3	1	1	1	1	2	9		2	2	2	2	2	1	1	1	1	6	2	4	3	1	3	2	1	2	2		2	6	43		2	1	4	2	2	6	1.781152753
3405	2	1	1	28	3	2	1	1	1	2	1	2	1	1	2				2	2	2	2	2	2	1	1	1	1		1	3	2	3	2	1	1	1		4	8	47		1	2	1	4	1	39	0.47184860148
3406	2	1	2	20	3	2	1	1	1	2	2	1	1	1	3				2	1	2	2	2	1	1	1	1	1		5	3	5	3	2	3	9	4	3	9	6	45		1	2	1	4	1	17	0.969789148
3407	2	1	1	20	2	2	1	1	1	1	1	1	1	1	2				2	2	2	2	2	1	1	1	1	1		1	4	1	3	3	1	1	1		4	7	42		1	2	1	4	1	51	0.447783766935
3415	1	1	1	20	1	1	1	1	1	1	1	1	1	1	3				2	2	2	1	2	1	2	1	1	1		5	5	2	2	2	3	1	1		3	3	78		2	2	1	1	2	20	1.278953712795
3417	1	1	1	20	1	3	1	1	2	1	1	1	3	3	3				2	2	2	2	2	1	2	1	1	1		1	3	2	1	3	3	1	1		5	3	74		2	2	2	9	1	36	1.410236531145
3418	1	1	1	20	2	3	1	1	1	1	1	1	1	1	3				2	2	2	2	2	1	2	1	1	8	1	2	2	9	3	2	3	1	2		3	3	72		2	2	1	1	2	51	1.207687133
3419	1	2	9	20	3	2	1	2	1	1	9	9	1	1	2				2	2	2	1	2	2	2	1	2	2		4	2	2	3	2	3	2	2		2	8	94		2	2	1	3	2	17	0.604678218
3421	1	2	2	14	1	1	1	2	1	1	1	1	3	3	2				2	2	2	2	2	1	2	1	1	2		3	1	9	3	2	2	2	2		4	3	60		2	2	2	1	2	37	1.62674881
3426	1	1	1	20	1	1	1	1	9	2	2	9	1	9	2				2	2	2	1	1	1	1	1	1	1		1	4	1	1	2	1	1	1		5	7	72		2	1	1	2	1	18	1.02704323584
3428	1	2	2	20	1	3	1	2	1	1	2	3	3	1	1	1			2	2	2	2	2	1	2	1	1	8	3	3	2	2	3	2	3	2	2		5	8	59		2	2	1	4	1	32	0.497088729
3436	2	1	1	20	3	2	1	1	2	2	2	1	1	1	2				2	2	2	2	2	2	1	1	1	1		1	4	2	3	2	1	1	1		4	6	46		2	2	1	3	1	51	0.924930404804998
3440	1	2	2	3	1	1	2	2	2	1	1	2	3	3	1	9			1	2	2	2	2	1	1	1	1	2		4	1	1	1	2	2	2	2		3	8	73		2	2	2	4	2	26	0.814498676
3442	2	2	2	20	1	4	1	3	9	2	2	2	3	3	3				2	2	2	2	2	2	1	1	1	2		4	3	4	2	2	3	1	2		1	6	21		1	2	2	4	1	51	1.534839989
3446	1	1	1	29	2	1	1	1	9	1	1	9	3	3	1	14			2	2	2	2	2	1	1	1	1	2		2	2	2	3	1	1	2	2		2	3	64		2	2	2	1	2	13	1.62674881
3449	1	1	2	20	1	2	1	2	1	1	3	1	1	1	1	8			2	2	2	2	1	2	1	1	1	2		4	2	2	1	2	3	2	2		1	5	80		2	2	2	4	1	17	1.001756765
3452	1	2	2	20	1	4	3	2	2	3	2	3	3	3	1	2	98		2	2	2	2	1	1	1	1	1	2		4	3	3	2	2	2	2	1		3	7	41		1	2	1	4	1	41	0.41732963283
3460	1	1	1	10	1	1	3	3	3	3	3	1	1	1	1	6	1		1	2	2	2	1	1	1	1	1	8	1	2	3	2	3	2	1	1	1		3	7	47		1	1	4	4	2	6	0.866615631555002
3463	1	2	2	20	1	1	2	2	1	1	3	3	3	1	1	2			2	1	2	2	2	1	1	1	1	2		4	3	3	2	1	2	2	4	2	9	8	72		2	2	1	2	2	6	0.53481167
3466	2	1	1	20	2	2	1	3	1	2	2	3	1	1	2				2	1	2	2	2	2	2	1	1	1		1	4	1	1	2	1	1	1		4	7	38		1	2	1	1	1	26	0.47184860148
3467	2	1	1	2	2	1	1	1	2	2	2	2	1	3	1	8	98		2	1	2	2	2	1	1	1	1	1		1	3	5	2	2	1	1	1		4	6	47		2	2	1	4	2	9	0.980309951939999
3470	1	2	2	20	1	3	1	2	1	1	3	1	3	1	2				2	1	2	2	2	1	1	1	1	2		4	1	1	1	1	2	1	1		3	7	98		2	2	5	1	2	6	1.058061251325
3473	2	2	3	20	3	4	3	2	1	3	3	3	3	1	1	98	11		1	2	2	2	2	2	1	1	1	2		4	2	3	3	2	3	2	2		3	7	34		2	2	1	2	2	34	0.697147552
3475	1	2	2	20	4	3	2	2	1	9	3	3	3	1	2				2	2	2	2	2	2	1	1	1	2		4	2	2	1	2	2	2	2		1	7	88		2	2	1	3	2	20	0.604678218
3476	1	2	2	20	1	4	2	2	1	3	3	2	3	1	1	18			2	1	2	2	2	1	2	2				4	5	4	2	1	3	2	3	2	5	7	62		2	1	9	9	2	35	1.032241252
3478	2	2	2	20	1	2	2	2	1	1	2	2	3	1	1	2	10		2	1	2	2	2	1	1	1	1	2		4	2	2	2	1	3	1	2		2	8	31		2	2	1	2	2	6	0.679525416
3483	1	2	2	3	2	3	2	2	2	1	2	1	3	1	3				2	2	2	2	2	2	2	1	1	2		4	1	2	1	1	2	2	2		3	3	74		2	2	5	1	2	54	2.377378396
3484	1	2	2	2	1	2	1	2	1	1	2	1	2	1	3				2	2	2	2	2	1	1	1	1	2		3	2	3	3	2	3	2	2		3	7	65		2	2	2	4	2	13	0.772958285
3485	1	1	1	20	3	2	1	1	1	1	1	1	1	1	1	8			2	2	2	2	2	2	1	1	1	1		1	4	1	1	2	3	1	1		5	5	77		2	2	1	3	2	39	0.828489033990003
3488	2	2	2	20	1	3	2	2	1	3	1	3	3	3	1	2	98		2	2	2	2	2	1	1	1	1	2		4	1	3	1	2	2	9	2		2	8	43		2	2	1	8	1	6	0.415253366
3490	1	2	2	1	2	3	2	2	2	1	1	1	3	1	2				2	2	2	2	2	2	2	1	1	2		4	2	2	1	2	3	2	3	2	2	7	65		2	2	1	3	1	31	0.545506396
3491	2	1	1	13	2	1	1	1	1	3	1	1	1	1	1	4			2	1	2	2	2	2	1	1	1	1		2	3	1	1	2	1	1	1		5	3	52		2	2	1	4	1	56	1.502499482805
3492	2	2	2	2	1	4	9	2	2	1	2	2	3	3	1	2	18		2	1	2	2	2	2	1	1	1	2		4	2	3	1	1	2	2	3	2	1	3	39		1	2	1	3	2	48	1.65719169
3493	1	2	2	20	1	3	2	2	1	1	2	9	3	1	1	6			2	2	2	2	1	2	1	1	1	2		4	2	4	2	2	2	2	2		5	6	50		2	2	2	3	2	36	1.313903315
3502	1	9	9	20	3	2	3	1	1	1	1	1	1	1	2				2	2	2	2	2	2	2	1	1	2		3	5	9	3	2	1	1	2		5	3	64		2	2	2	1	2	18	1.714173685
3505	1	2	2	20	2	3	3	2	1	1	2	3	3	3	1	9			2	1	2	2	1	1	1	1	1	2		4	2	3	1	2	3	9	2		3	8	70		2	2	1	3	1	37	0.517684928
3509	1	2	1	30	1	4	1	2	1	1	1	1	1	1	3				2	2	2	2	2	1	1	1	1	2		4	1	1	1	2	3	2	2		4	2	78		2	2	3	9	2	6	2.215690976
3516	2	1	2	20	1	3	1	1	1	1	2	9	3	3	1	6	1	9	2	1	1	2	1	1	1	1	1	1		1	1	3	3	2	1	1	1		3	8	32		1	2	1	2	2	12	0.732758541884999
3529	2	2	2	20	2	3	2	2	1	3	1	3	3	1	1	2	14		1	2	2	2	1	1	1	1	1	2		4	2	3	1	2	3	2	2		2	7	32		1	2	1	4	2	6	0.679525416
3531	1	1	2	30	1	3	1	1	1	3	9	9	1	1	1	8			2	2	2	1	2	2	2	1	1	1		2	4	3	3	2	3	9	1		3	8	98		2	2	1	9	1	40	0.499574172645
3536	1	1	1	9	1	1	1	1	1	2	3	1	1	1	1	2			2	2	2	2	2	1	1	1	1	1		1	4	1	3	2	3	1	1		4	8	85		2	2	1	3	1	6	0.484889142795
3539	1	1	1	20	2	1	1	1	1	2	1	1	1	1	1	8	14		1	1	2	2	1	1	1	1	1	1		1	4	1	1	1	1	1	1		4	6	57		2	2	1	4	2	48	0.754954596014999
3540	1	2	2	14	4	2	1	2	1	1	1	2	3	1	3				2	2	2	2	2	2	2	1	1	2		4	1	4	3	2	3	9	2		3	3	73		2	1	1	3	1	6	1.90223276
3541	2	2	2	20	2	4	1	2	1	1	3	1	3	1	2				9	9	9	2	2	1	1	2				4	1	2	1	2	1	2	3	2	3	8	75		2	2	1	4	2	48	0.55100862
3543	2	9	2	29	4	4	1	2	9	2	9	9	2	2	1	8			2	2	2	2	2	2	2	1	1	1		2	4	5	3	2	2	9	1		3	3	36		1	2	1	2	1	18	1.64884663509
3547	1	9	9	30	1	1	1	1	1	1	3	9	1	1	1	1			2	2	2	1	1	2	1	1	1	9	9	5	5	9	9	9	9	9	9	9	9	9	99	9	9	9	9	9	2	6	0.998144288
3550	1	2	2	1	1	3	1	2	1	1	1	1	3	1	2				2	2	2	2	2	2	1	1	1	2		4	1	9	3	3	1	2	2		4	6	68		2	2	2	1	2	22	1.053786026
3552	1	2	2	9	1	4	3	2	1	1	3	3	3	1	1	10			2	2	2	2	1	1	1	1	1	2		4	1	1	1	1	3	2	3	2	1	3	71		2	2	1	2	2	24	1.154740286
3553	2	2	2	20	2	2	3	2	1	2	2	2	1	1	2				2	1	2	1	1	1	1	1	1	2		3	3	4	2	2	3	2	2		2	6	24		2	2	1	2	1	8	1.094121223
3558	1	2	2	20	1	2	2	2	2	1	1	2	2	2	1	4			1	2	1	2	2	2	1	1	1	2		4	2	3	2	2	3	2	2		3	6	55		2	2	1	2	2	36	0.748025245
3560	1	2	2	20	1	3	1	2	1	1	1	1	1	1	2				2	1	1	1	2	1	1	1	1	2		4	2	3	2	2	3	1	2		3	7	46		2	2	1	9	2	42	0.472233334
3568	1	2	2	20	1	4	2	2	1	1	2	3	3	3	2				2	2	2	2	2	1	1	1	1	2		4	1	4	1	2	2	2	2		2	7	63		2	2	1	4	2	42	0.548680943
3569	2	9	2	13	2	2	1	2	1	2	3	3	3	1	2				2	2	2	2	2	2	1	1	1	8	2	4	3	3	3	2	3	2	2		1	8	36		1	1	9	4	1	37	0.834689791
3571	1	2	2	2	1	4	1	2	1	3	3	1	1	1	1	3			2	2	2	2	2	2	1	1	2	2		3	2	4	3	2	3	2	2		3	7	35		2	1	1	3	2	6	0.862304111
3577	2	1	1	30	4	1	1	1	1	1	1	1	1	1	1	14			2	1	2	2	2	1	1	1	1	2		1	1	1	3	3	3	2	3	2	5	6	27		2	1	4	3	2	26	2.49332372
3581	2	1	1	12	3	1	1	1	1	3	1	1	1	1	2				2	2	2	2	2	1	1	1	1	1		1	5	2	3	2	1	1	3	3	3	6	68		2	2	1	3	1	23	0.674825955
3584	2	1	2	30	4	1	2	1	1	2	2	2	2	2	1	2			2	2	2	2	2	2	2	1	1	1		1	4	1	3	3	3	1	4	1	3	8	45		1	2	1	4	1	18	0.469501096
3585	1	2	2	20	1	2	2	2	1	1	2	1	3	1	2				2	2	2	2	1	2	1	1	1	9	9	4	2	3	3	2	3	2	3	2	3	8	99	3	2	2	3	9	1	48	0.97853821
3601	2	1	1	20	2	3	2	2	1	2	2	2	3	1	1	98			2	2	2	2	2	2	1	2				2	3	3	3	2	3	1	3	1	3	5	21		2	2	1	2	1	1	1.139454656
3602	2	2	2	20	1	3	2	2	1	1	3	2	3	1	1	98			2	2	2	2	2	2	1	1	1	2		4	3	3	2	2	3	2	3	2	1	7	31		2	2	2	2	2	25	0.939054428
3608	2	9	9	3	3	4	2	9	2	2	1	2	3	3	1	3			2	2	1	2	2	2	1	1	4	8	3	5	5	5	2	1	3	9	4	3	4	8	45		1	2	9	4	2	6	0.543793233
3613	2	1	1	20	3	1	1	1	1	2	9	9	9	2	1	6			2	2	2	2	2	1	1	1	1	1		1	4	1	3	3	1	1	3	1	4	5	39		1	2	1	3	2	30	0.979570881
3615	2	9	9	9	1	4	9	3	9	1	3	1	3	1	1	10			2	2	2	1	2	1	1	2				2	3	4	2	9	1	9	1		4	7	53		2	2	1	1	1	55	0.47184860148
3617	2	2	2	20	2	3	2	2	2	2	2	2	3	3	1	2			2	2	2	2	2	2	1	1	1	1		5	3	4	2	1	3	2	1		4	7	25		2	2	1	2	1	34	0.632071619925
3622	1	1	2	1	2	3	2	2	1	1	2	1	1	1	1	4			2	1	2	2	2	1	1	1	1	2		4	2	3	3	2	3	2	3	3	3	7	50		2	9	9	4	1	6	0.490579415
3630	2	1	2	20	1	2	1	1	1	1	1	1	1	1	1	14			2	2	2	2	2	1	1	1	1	2		2	2	2	3	2	3	2	3	3	3	3	48		1	2	1	1	2	21	1.725855186
3631	2	1	2	20	1	3	1	1	1	2	2	2	1	1	3				2	2	2	2	1	2	1	1	1	1		2	3	1	2	2	1	1	3	1	3	7	31		1	2	1	4	2	13	0.729112977
3632	2	2	2	20	1	4	2	2	1	1	3	2	3	3	1	2	98		2	2	1	2	2	1	1	1	1	2		4	2	4	1	1	2	2	2		1	7	38		1	2	1	4	1	37	0.445555987
3634	2	2	2	5	1	3	2	2	1	3	2	2	3	1	2				1	2	1	2	2	2	1	1	1	2		4	2	3	3	1	3	2	2		3	8	32		1	1	4	3	1	6	1.148428722
3639	2	2	2	1	2	3	3	2	2	2	2	2	3	1	1	4			2	1	2	2	1	1	1	1	1	2		4	3	4	2	2	2	2	4	2	3	7	30		2	2	1	3	2	47	0.729112977
3643	1	1	1	20	1	1	1	1	1	1	1	1	1	1	3				1	1	2	2	1	1	1	1	1	1		1	4	1	3	1	1	2	2		1	2	41		1	2	2	1	2	45	2.324718707
3652	2	1	2	20	1	2	1	1	1	2	3	1	3	3	3				2	2	2	2	2	2	1	1	1	1		2	4	5	3	2	1	9	1		5	5	43		2	2	1	3	1	12	0.924930404804998
3655	2	1	3	3	3	1	3	1	1	3	3	3	1	1	1	6			2	1	2	2	2	1	1	1	1	1		2	4	2	1	3	1	1	3	1	3	7	40		1	2	1	3	1	48	0.427829453
3657	2	1	1	20	4	1	1	1	9	2	2	1	1	1	2				2	2	2	2	2	2	1	1	1	1		1	4	1	3	2	1	1	1		5	5	42		2	2	3	4	1	40	1.74832160142001
3663	1	2	2	20	1	4	2	2	1	1	1	1	3	3	1	14	2		2	1	2	1	1	2	1	1	1	2		4	2	2	2	1	2	2	2		2	7	54		2	2	1	3	2	1	0.493886052
3671	2	2	2	2	2	3	2	2	1	1	2	2	3	1	2				1	2	2	2	2	1	1	1	1	7	3	4	4	4	3	2	3	2	3	2	2	8	29		1	1	4	4	1	6	1.148428722
3677	2	1	1	3	4	2	1	1	2	3	2	2	9	2	3				2	2	2	2	2	2	2	1	2	1		1	4	1	3	2	1	9	1		5	8	49		2	1	9	4	1	37	0.838863239954998
3678	2	2	2	20	1	4	2	2	1	9	9	2	3	3	1	2			1	1	2	2	2	1	1	1	1	2		4	3	3	2	1	3	2	3	2	3	8	41		2	2	1	4	2	53	0.460296464
3680	2	2	2	29	2	3	2	2	2	1	3	2	1	3	2				2	1	1	2	2	2	1	1	1	2		4	5	4	2	2	3	2	4	2	4	3	49		1	2	2	3	2	1	2.324718707
3684	2	2	2	20	2	4	1	2	1	1	2	2	3	3	2				1	2	2	2	2	1	1	1	1	2		4	2	3	3	2	3	2	2		1	7	41		1	2	1	3	2	18	0.520428519
3689	1	2	2	20	1	3	2	2	1	1	1	9	3	1	1	8			2	2	2	2	1	9	1	1	1	2		4	1	1	1	2	9	2	2		4	4	34		1	2	3	4	2	53	3.937290585
3692	2	2	2	4	3	2	1	3	1	1	3	2	3	1	1	1	2		1	1	2	2	2	2	1	1	1	2		3	1	2	3	1	2	2	2		3	8	32		1	2	3	4	2	17	1.512422142
3694	2	1	1	20	3	3	1	1	1	3	1	1	1	1	1	2			2	1	2	2	2	2	2	1	1	1		1	3	1	3	2	1	1	1		4	8	42		1	2	1	4	1	4	0.429968600265
3696	2	1	1	20	2	4	2	3	1	2	2	2	3	1	2				1	2	2	2	2	1	1	1	1	2		3	2	4	3	3	3	1	1		3	5	38		2	2	1	4	1	25	0.884380044720001
3699	2	1	1	3	3	2	9	1	1	2	2	2	2	2	1	2			2	2	9	2	2	2	1	1	1	1		1	4	1	3	2	3	1	4	1	5	4	18		2	2	1	4	1	25	1.851177741
3703	2	1	1	13	3	2	1	1	9	3	1	3	1	1	1	1			1	2	2	2	2	2	1	1	1	6	1	2	2	1	3	2	3	1	3	1	4	8	50		2	2	1	4	1	24	0.426022133
3704	2	1	1	20	1	2	1	1	1	2	2	1	1	1	1	8			2	2	2	2	1	1	1	1	1	1		1	3	2	1	2	1	1	1		4	7	50		1	2	1	4	2	5	0.49635548226
3706	2	2	2	20	2	3	1	2	3	1	1	1	3	3	1	2			1	1	2	2	1	1	1	1	1	2		4	2	4	3	1	3	2	3	2	2	7	28		2	2	1	8	1	13	0.657764379
3707	1	2	2	14	3	3	2	2	1	1	2	2	3	1	2				2	2	2	2	2	1	2	1	1	2		4	1	2	3	2	3	2	2		2	8	50		2	2	1	4	2	12	0.493886052
3709	1	2	2	30	3	4	3	2	3	9	3	3	9	9	1	2			2	1	2	2	2	1	1	1	1	6	2	4	2	5	2	2	2	1	2		1	7	40		2	2	1	1	2	33	0.472233334
3710	1	2	2	20	1	4	2	2	1	3	2	2	3	3	1	3			1	2	2	2	2	2	1	1	1	2		4	2	2	1	2	3	2	2		3	8	53		1	2	9	4	2	50	0.557895425
3715	2	2	2	2	2	2	1	2	1	3	3	2	3	1	1	11	9		2	1	2	2	2	1	1	1	1	2		3	3	3	3	1	3	2	3	2	3	3	30		2	1	9	3	2	6	3.746937194
3716	1	2	2	13	2	4	9	2	9	9	3	2	1	1	1	6	11	9	2	2	2	2	2	1	1	1	1	8	3	4	3	3	2	2	3	9	4	3	3	8	48		1	2	1	4	2	45	0.493886052
3725	2	1	2	3	2	2	1	2	1	2	1	2	3	1	1	9	4		2	1	2	1	1	1	1	1	1	1		2	3	3	3	2	1	1	4	3	3	7	43		1	2	3	2	2	48	0.933553108
3730	1	1	1	20	4	2	9	1	2	2	2	2	9	2	1	8			2	2	1	2	2	1	2	1	1	1		1	4	4	3	2	1	1	4	1	2	7	38		1	2	1	4	2	37	0.493886052
3734	2	1	1	20	1	1	1	1	1	2	3	1	1	1	1	98			2	2	1	1	1	2	1	1	1	1		1	4	1	1	3	1	1	3	1	4	7	37		1	2	1	4	2	39	0.520428519
3742	2	1	1	20	2	2	2	1	1	2	1	1	1	1	2				2	2	1	2	2	2	1	1	1	1		2	4	1	1	3	3	1	4	1	5	7	36		1	2	1	2	1	26	0.469501096
3746	1	2	2	10	1	3	3	2	1	3	3	2	3	3	1	10			2	2	2	2	2	1	1	1	1	2		4	2	3	2	2	3	2	3	2	3	7	51		1	2	1	4	1	26	0.469501096
3752	1	2	2	20	2	4	3	2	1	1	3	3	3	1	1	5			1	1	2	2	2	1	1	2				4	2	2	3	2	3	2	2		2	5	21		2	2	1	4	2	24	1.20767869
3754	2	1	1	30	4	9	1	1	1	1	9	2	1	1	1	99			2	9	2	2	2	1	1	1	1	8	3	1	1	1	3	2	1	1	2		5	6	99	9	2	2	1	2	2	12	0.906538574
3762	1	2	2	20	1	2	1	3	1	1	1	1	1	1	1	10			2	9	2	2	2	1	1	1	3	2		4	1	2	3	1	3	2	2		3	7	49		2	2	2	1	2	22	0.665262157
3766	1	1	1	9	2	2	2	1	1	1	2	1	1	1	2				2	1	2	2	2	1	1	1	1	1		2	5	2	3	2	3	2	1		4	6	22		2	1	1	1	1	48	2.05993881984
